Accel_x,Accel_y,Accel_z
0.132,0.903,1.154
0.24,0.21,1
0.34,0.09,1.079
0.362,0.109,1.261
0.366,0.049,1.374
0.49,-0.046,1.699
0.883,-0.096,1.85
0.83,-0.17,1.672
0.614,-0.235,1.557
0.374,-0.272,1.298
0.19,-0.322,0.971
0.227,-0.265,0.964
0.219,-0.021,0.882
0.208,-0.025,0.817
0.234,-0.054,0.769
0.244,-0.092,0.749
0.27,-0.126,0.753
0.281,-0.172,0.777
0.286,-0.12,0.824
0.312,-0.125,0.863
0.356,-0.226,0.851
0.337,-0.18,0.916
0.467,-0.066,1.484
0.209,0.031,1.101
0.088,-0.032,0.988
0.11,-0.179,0.796
0.285,-0.31,0.828
0.377,-0.332,0.947
0.361,-0.344,0.983
0.295,-0.376,0.955
0.159,-0.389,0.936
0.134,-0.251,0.904
0.159,-0.344,0.883
0.171,-0.353,0.826
0.068,-0.195,0.772
0.097,-0.238,0.756
0.134,-0.213,0.807
0.212,-0.257,0.845
0.369,-0.501,0.814
0.352,-0.523,0.806
0.041,-0.39,0.522
-0.154,-0.297,0.378
-0.29,-0.305,0.329
-0.252,-0.355,0.342
-0.183,-0.188,0.475
0.845,0.181,4.606
1.592,1.009,1.908
-0.254,-0.25,0.914
-0.083,-0.762,1.07
-0.047,-0.324,1.051
0.083,0.091,1.133
0.087,-0.001,0.899
0.001,0.186,0.865
-0.089,0.214,0.901
-0.07,0.188,0.937
-0.03,0.102,0.978
0.122,-0.08,1.103
0.197,-0.14,1.132
0.181,-0.056,1.013
0.147,-0.048,0.973
0.206,-0.072,0.971
0.164,-0.066,1.021
0.122,-0.056,0.994
0.095,0.044,0.953
0.156,0.021,0.909
0.221,-0.039,0.914
0.165,-0.055,0.956
0.146,-0.005,0.945
0.07,0.025,0.973
0.017,-0.1,1.008
-0.034,-0.108,1.026
-0.363,-0.047,1.213
-0.365,-0.207,1.009
0.008,-0.034,0.989
0.161,0.072,0.94
-0.096,-0.056,1.188
-0.11,-0.282,0.88
-0.117,0.104,1.098
0.03,-0.047,1.008
-0.045,-0.089,1.014
-0.05,-0.055,0.966
-0.025,-0.033,0.987
-0.021,-0.043,1.004
-0.025,-0.055,1.007
-0.022,-0.049,1.003
-0.015,-0.043,1.008
-0.006,-0.043,1.023
0,-0.046,1.016
-0.019,-0.055,1.004
-0.038,-0.067,0.991
-0.053,-0.067,0.987
-0.053,-0.046,0.994
-0.043,-0.041,1.006
-0.03,-0.045,1.015
-0.027,-0.051,1.003
-0.041,-0.044,1
-0.031,-0.057,0.992
-0.036,-0.064,0.992
-0.03,-0.063,0.996
-0.028,-0.059,0.993
-0.028,-0.05,1.003
-0.027,-0.051,1.009
-0.023,-0.048,1.015
-0.023,-0.055,1.001
-0.027,-0.061,0.996
-0.029,-0.066,0.987
-0.032,-0.061,0.986
-0.034,-0.057,0.988
-0.033,-0.057,0.996
-0.028,-0.055,0.999
-0.032,-0.049,1.004
-0.033,-0.052,1.004
-0.034,-0.057,0.997
-0.036,-0.056,0.991
-0.031,-0.061,0.994
-0.032,-0.061,0.995
-0.034,-0.059,0.994
-0.03,-0.058,0.995
-0.031,-0.057,0.999
-0.03,-0.056,1.001
-0.029,-0.055,1.002
-0.027,-0.057,1.001
-0.026,-0.057,0.994
-0.028,-0.061,0.993
-0.032,-0.064,0.994
-0.031,-0.059,0.995
-0.029,-0.058,0.997
-0.03,-0.054,1.002
-0.032,-0.054,1
-0.031,-0.058,1.001
-0.031,-0.061,0.996
-0.032,-0.061,0.992
-0.031,-0.061,0.996
-0.032,-0.06,0.999
-0.03,-0.056,1
-0.027,-0.056,1
-0.029,-0.058,1.001
-0.031,-0.059,0.998
-0.033,-0.06,0.998
-0.03,-0.061,1
-0.029,-0.061,0.997
